LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate
24,81109,205742,1001,INFO,dfs.DataNode$PacketResponder,Received block blk_-5861636720645142679 of size 67108864 from /10.251.70.211,E11,Received block <*> of size <*> from <*>
25,81109,205746,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_7453815855294711849 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
26,81109,205749,997,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-28342503914935090 src: /10.251.123.132:57542 dest: /10.251.123.132:50010,E13,Receiving block <*> src: <*> dest: <*>
27,81109,205754,952,INFO,dfs.DataNode$PacketResponder,Received block blk_8291449241650212794 of size 67108864 from /10.251.89.155,E11,Received block <*> of size <*> from <*>
28,81109,205858,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653435,E7,BLOCK* NameSystem.allocateBlock: <*> <*>
29,81109,205931,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-4980916519894289629,E14,Verification succeeded for <*>
30,81109,210022,1110,INFO,dfs.DataNode$PacketResponder,Received block blk_-5974833545991408899 of size 67108864 from /10.251.31.180,E11,Received block <*> of size <*> from <*>
31,81109,210037,1084,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5009020203888190378 src: /10.251.199.19:52622 dest: /10.251.199.19:50010,E13,Receiving block <*> src: <*> dest: <*>
32,81109,210248,1138,INFO,dfs.DataNode$PacketResponder,Received block blk_6921674711959888070 of size 67108864 from /10.251.65.203,E11,Received block <*> of size <*> from <*>
33,81109,210407,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_5165786360127153975 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
34,81109,210458,1278,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010,E13,Receiving block <*> src: <*> dest: <*>
35,81109,210551,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
36,81109,210637,1283,INFO,dfs.DataNode$PacketResponder,Received block blk_-7526945448667194862 of size 67108864 from /10.251.203.80,E11,Received block <*> of size <*> from <*>
37,81109,210656,1334,INFO,dfs.DataNode$PacketResponder,Received block blk_-2094397855762091248 of size 67108864 from /10.251.126.83,E11,Received block <*> of size <*> from <*>
38,81109,210712,1333,INFO,dfs.DataNode$PacketResponder,Received block blk_-8523968015014407246 of size 67108864 from /10.251.214.225,E11,Received block <*> of size <*> from <*>
39,81109,210743,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
40,81109,210801,1357,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6276023454199613372 src: /10.251.65.237:34085 dest: /10.251.65.237:50010,E13,Receiving block <*> src: <*> dest: <*>
41,81109,210807,1408,INFO,dfs.DataNode$PacketResponder,Received block blk_4755566011267050000 of size 67108864 from /10.251.75.79,E11,Received block <*> of size <*> from <*>
42,81109,210812,1395,INFO,dfs.DataNode$PacketResponder,Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33,E11,Received block <*> of size <*> from <*>
43,81109,210921,1452,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6809181994368905854 src: /10.250.17.225:51754 dest: /10.250.17.225:50010,E13,Receiving block <*> src: <*> dest: <*>
44,81109,210935,1458,INFO,dfs.DataNode$PacketResponder,Received block blk_8829027411458566099 of size 67108864 from /10.251.38.214,E11,Received block <*> of size <*> from <*>
45,81109,211029,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-29548654251973735 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
46,81109,211038,1490,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5073870177832699716 terminating,E10,PacketResponder <*> for block <*> terminating
47,81109,211216,1504,INFO,dfs.DataNode$PacketResponder,Received block blk_-8241093737585222406 of size 67108864 from /10.250.5.161,E11,Received block <*> of size <*> from <*>
48,81109,211301,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-2480595760294717232 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
49,81109,211353,1574,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7791237942696729620 terminating,E10,PacketResponder <*> for block <*> terminating
50,81109,211403,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_2113880130496815041 size 3549917,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
51,81109,211453,1623,INFO,dfs.DataNode$PacketResponder,Received block blk_1064470652608359218 of size 67108864 from /10.251.39.242,E11,Received block <*> of size <*> from <*>
52,81109,211528,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_-1661553043410372067 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
53,81109,211617,1635,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1527267659500322006 terminating,E10,PacketResponder <*> for block <*> terminating
54,81109,211918,1777,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4886940526690879848 terminating,E10,PacketResponder <*> for block <*> terminating
55,81109,212029,1814,INFO,dfs.DataNode$PacketResponder,Received block blk_-2452477352812192142 of size 67108864 from /10.250.7.244,E11,Received block <*> of size <*> from <*>
56,81109,212219,1885,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-4229375751333894621 terminating,E10,PacketResponder <*> for block <*> terminating
57,81109,212220,1946,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:50010,E13,Receiving block <*> src: <*> dest: <*>
58,81109,212245,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775,E7,BLOCK* NameSystem.allocateBlock: <*> <*>
59,81109,212317,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691,E7,BLOCK* NameSystem.allocateBlock: <*> <*>
60,81109,212338,2007,INFO,dfs.DataNode$PacketResponder,Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,E11,Received block <*> of size <*> from <*>
61,81109,212403,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
62,81109,212440,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
63,81109,212703,2053,INFO,dfs.DataNode$PacketResponder,Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191,E11,Received block <*> of size <*> from <*>
64,81109,212904,2174,INFO,dfs.DataNode$PacketResponder,Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211,E11,Received block <*> of size <*> from <*>
65,81109,212931,2211,INFO,dfs.DataNode$PacketResponder,Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175,E11,Received block <*> of size <*> from <*>
66,81109,213009,2207,INFO,dfs.DataNode$PacketResponder,Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97,E11,Received block <*> of size <*> from <*>
67,81109,213028,2206,INFO,dfs.DataNode$PacketResponder,Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,E11,Received block <*> of size <*> from <*>
68,81109,213217,2267,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5852844080027817147 terminating,E10,PacketResponder <*> for block <*> terminating
69,81109,213353,2313,INFO,dfs.DataNode$PacketResponder,Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228,E11,Received block <*> of size <*> from <*>
70,81109,213436,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-2827716238972737794,E14,Verification succeeded for <*>
71,81109,213506,2421,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3509323198988774369 src: /10.250.6.214:52922 dest: /10.250.6.214:50010,E13,Receiving block <*> src: <*> dest: <*>
72,81109,213510,2384,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_9093049293972551787 terminating,E10,PacketResponder <*> for block <*> terminating
73,81109,213837,19,INFO,dfs.FSDataset,Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563,E9,Deleting block <*> file <*>
74,81109,213847,2552,INFO,dfs.DataNode$DataXceiver,10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80,E1,<*> Served block <*> to <*>
75,81109,213907,2497,INFO,dfs.DataNode$DataXceiver,10.251.91.229:50010 Served block blk_-3358448553918665902 to /10.251.91.229,E1,<*> Served block <*> to <*>
76,81109,213908,2549,INFO,dfs.DataNode$DataXceiver,10.251.39.192:50010 Served block blk_-5341992729755584578 to /10.251.39.192,E1,<*> Served block <*> to <*>
77,81109,214009,2594,INFO,dfs.DataNode$DataXceiver,10.250.5.237:50010 Served block blk_3166960787499091856 to /10.251.43.147,E1,<*> Served block <*> to <*>
78,81109,214043,2561,WARN,dfs.DataNode$DataXceiver,10.251.30.85:50010:Got exception while serving blk_-2918118818249673980 to /10.251.90.64:,E3,<*>:Got exception while serving <*> to <*>:
79,81109,214402,2677,WARN,dfs.DataNode$DataXceiver,10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:,E3,<*>:Got exception while serving <*> to <*>:
80,81109,214524,2633,INFO,dfs.DataNode$DataXceiver,10.251.71.68:50010 Served block blk_-2794533871450434534 to /10.251.199.150,E1,<*> Served block <*> to <*>
81,81109,214529,2747,WARN,dfs.DataNode$DataXceiver,10.251.123.132:50010:Got exception while serving blk_3763728533434719668 to /10.251.38.214:,E3,<*>:Got exception while serving <*> to <*>:
82,81109,214910,2848,WARN,dfs.DataNode$DataXceiver,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,E3,<*>:Got exception while serving <*> to <*>:
83,81109,214919,2899,INFO,dfs.DataNode$DataXceiver,10.251.214.32:50010 Served block blk_-6520030462660619051 to /10.251.215.70,E1,<*> Served block <*> to <*>
84,81109,215136,2868,WARN,dfs.DataNode$DataXceiver,10.251.199.19:50010:Got exception while serving blk_8466246428293623262 to /10.251.106.37:,E3,<*>:Got exception while serving <*> to <*>:
85,81109,215259,2934,WARN,dfs.DataNode$DataXceiver,10.250.9.207:50010:Got exception while serving blk_-3140754468249228022 to /10.250.9.207:,E3,<*>:Got exception while serving <*> to <*>:
86,81109,215702,3022,WARN,dfs.DataNode$DataXceiver,10.251.202.134:50010:Got exception while serving blk_3441699978641526775 to /10.251.126.5:,E3,<*>:Got exception while serving <*> to <*>:
87,81109,215734,3055,INFO,dfs.DataNode$DataXceiver,10.250.6.214:50010 Served block blk_5739119717322549945 to /10.251.43.115,E1,<*> Served block <*> to <*>
88,81109,220032,3137,WARN,dfs.DataNode$DataXceiver,10.250.14.196:50010:Got exception while serving blk_-305633040016166849 to /10.251.38.53:,E3,<*>:Got exception while serving <*> to <*>:
89,81109,220403,3148,WARN,dfs.DataNode$DataXceiver,10.251.107.227:50010:Got exception while serving blk_-6290631608800952376 to /10.251.109.209:,E3,<*>:Got exception while serving <*> to <*>:
90,81109,220528,3174,INFO,dfs.DataNode$DataXceiver,10.251.203.166:50010 Served block blk_8787656642683881295 to /10.251.107.98,E1,<*> Served block <*> to <*>
91,81109,221105,3338,WARN,dfs.DataNode$DataXceiver,10.251.90.64:50010:Got exception while serving blk_-4841792440390267307 to /10.251.90.239:,E3,<*>:Got exception while serving <*> to <*>:
92,81109,221151,3361,WARN,dfs.DataNode$DataXceiver,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,E3,<*>:Got exception while serving <*> to <*>:
93,81109,222040,3463,WARN,dfs.DataNode$DataXceiver,10.251.71.146:50010:Got exception while serving blk_-2032740670708110312 to /10.251.197.161:,E3,<*>:Got exception while serving <*> to <*>:
94,81109,222041,3390,WARN,dfs.DataNode$DataXceiver,10.251.67.113:50010:Got exception while serving blk_-62891505109755100 to /10.250.7.96:,E3,<*>:Got exception while serving <*> to <*>:
95,81109,222342,3462,WARN,dfs.DataNode$DataXceiver,10.251.74.79:50010:Got exception while serving blk_2244903517044280975 to /10.251.74.134:,E3,<*>:Got exception while serving <*> to <*>:
96,81109,222650,3459,WARN,dfs.DataNode$DataXceiver,10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:,E3,<*>:Got exception while serving <*> to <*>:
97,81109,223211,3544,INFO,dfs.DataNode$DataXceiver,10.251.111.80:50010 Served block blk_6296828743242110158 to /10.251.42.246,E1,<*> Served block <*> to <*>
98,81109,223910,3540,WARN,dfs.DataNode$DataXceiver,10.251.43.210:50010:Got exception while serving blk_2969087638814291714 to /10.251.199.86:,E3,<*>:Got exception while serving <*> to <*>:
99,81109,224054,3560,WARN,dfs.DataNode$DataXceiver,10.251.126.255:50010:Got exception while serving blk_2879780987351022871 to /10.251.39.144:,E3,<*>:Got exception while serving <*> to <*>:
100,81109,224234,3638,WARN,dfs.DataNode$DataXceiver,10.251.73.220:50010:Got exception while serving blk_4934527196392001803 to /10.251.203.246:,E3,<*>:Got exception while serving <*> to <*>:
101,81109,224420,3666,WARN,dfs.DataNode$DataXceiver,10.251.73.188:50010:Got exception while serving blk_7517964792804498202 to /10.250.6.191:,E3,<*>:Got exception while serving <*> to <*>:
102,81109,224741,3699,WARN,dfs.DataNode$DataXceiver,10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:,E3,<*>:Got exception while serving <*> to <*>:
103,81109,230110,3647,WARN,dfs.DataNode$DataXceiver,10.251.90.134:50010:Got exception while serving blk_7154985168984871115 to /10.251.110.160:,E3,<*>:Got exception while serving <*> to <*>:
104,81109,232200,3856,INFO,dfs.DataNode$PacketResponder,Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64,E11,Received block <*> of size <*> from <*>
105,81109,232324,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_6093743385844975689 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
106,81109,232346,3820,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8692428775973608797 src: /10.250.10.213:56574 dest: /10.250.10.213:50010,E13,Receiving block <*> src: <*> dest: <*>
107,81109,232639,3792,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6837050820114491742 terminating,E10,PacketResponder <*> for block <*> terminating
108,81109,232828,3875,INFO,dfs.DataNode$PacketResponder,Received block blk_-5195432543794777448 of size 67108864 from /10.250.10.6,E11,Received block <*> of size <*> from <*>
109,81109,232829,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_1636660629634995787 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
110,81109,232833,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_467589865104023338 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
111,81109,232923,3792,INFO,dfs.DataNode$PacketResponder,Received block blk_7929144620252342335 of size 67108864 from /10.251.31.5,E11,Received block <*> of size <*> from <*>
112,81109,232926,3783,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1798958443298220150 src: /10.251.111.209:57419 dest: /10.251.111.209:50010,E13,Receiving block <*> src: <*> dest: <*>
113,81109,233108,3872,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-54240672253074715 terminating,E10,PacketResponder <*> for block <*> terminating
114,81109,233356,3917,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7172347691639518373 src: /10.251.111.37:35327 dest: /10.251.111.37:50010,E13,Receiving block <*> src: <*> dest: <*>
115,81109,233753,3950,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6412155847905320411 src: /10.251.30.85:58995 dest: /10.251.30.85:50010,E13,Receiving block <*> src: <*> dest: <*>
116,81109,233835,4139,INFO,dfs.DataNode$DataXceiver,Receiving block blk_699651392443620263 src: /10.251.70.5:34703 dest: /10.251.70.5:50010,E13,Receiving block <*> src: <*> dest: <*>
117,81109,233836,4061,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8788032532930439012 src: /10.251.126.255:41104 dest: /10.251.126.255:50010,E13,Receiving block <*> src: <*> dest: <*>
118,81109,233849,4087,INFO,dfs.DataNode$PacketResponder,Received block blk_-3455521536483250153 of size 67108864 from /10.251.106.37,E11,Received block <*> of size <*> from <*>
119,81109,234027,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.85:50010 is added to blk_-7017553867379051457 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
120,81109,234107,4261,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1259190292740306590 src: /10.251.65.203:36289 dest: /10.251.65.203:50010,E13,Receiving block <*> src: <*> dest: <*>
121,81109,234110,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000296_0/part-00296. blk_-6620182933895093708,E7,BLOCK* NameSystem.allocateBlock: <*> <*>
122,81109,234111,4288,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2028803850179311599 terminating,E10,PacketResponder <*> for block <*> terminating
123,81109,234112,4136,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8562334328670278932 src: /10.251.194.147:46714 dest: /10.251.194.147:50010,E13,Receiving block <*> src: <*> dest: <*>
124,81109,234325,4246,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8108913101671416218 terminating,E10,PacketResponder <*> for block <*> terminating
125,81109,234512,4223,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7640601843607665080 terminating,E10,PacketResponder <*> for block <*> terminating
126,81109,234516,4136,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7654726977769174867 src: /10.251.110.160:49990 dest: /10.251.110.160:50010,E13,Receiving block <*> src: <*> dest: <*>
127,81109,234555,4345,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8320088109701056055 terminating,E10,PacketResponder <*> for block <*> terminating
128,81109,234605,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_4585055992495043771 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
129,81109,234644,4177,INFO,dfs.DataNode$PacketResponder,Received block blk_-4330512786228504138 of size 67108864 from /10.251.67.225,E11,Received block <*> of size <*> from <*>
130,81109,234706,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_4628142183191390143 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
131,81109,234719,4344,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6766351519628312408 terminating,E10,PacketResponder <*> for block <*> terminating
132,81109,234728,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.5.237:50010 is added to blk_-476906696485288376 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
133,81109,234835,3972,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7436749154361133879 terminating,E10,PacketResponder <*> for block <*> terminating
134,81109,234835,4259,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7061131805920430446 src: /10.250.7.32:53397 dest: /10.250.7.32:50010,E13,Receiving block <*> src: <*> dest: <*>
135,81109,234924,4275,INFO,dfs.DataNode$PacketResponder,Received block blk_-684595390732854503 of size 67108864 from /10.250.6.191,E11,Received block <*> of size <*> from <*>
136,81109,235030,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-6956067134432991406 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
137,81109,235138,3469,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_549647953114643908 terminating,E10,PacketResponder <*> for block <*> terminating
138,81109,235140,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000230_0/part-00230. blk_559204981722276126,E7,BLOCK* NameSystem.allocateBlock: <*> <*>
139,81109,235305,4419,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-165500353496111884 terminating,E10,PacketResponder <*> for block <*> terminating
140,81109,235311,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0/part-00169. blk_-7105305952901940477,E7,BLOCK* NameSystem.allocateBlock: <*> <*>
141,81109,235322,3968,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9103764593642564543 src: /10.251.43.115:46385 dest: /10.251.43.115:50010,E13,Receiving block <*> src: <*> dest: <*>
142,81109,235337,4459,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_3160319368100972992 terminating,E10,PacketResponder <*> for block <*> terminating
143,81109,235426,4327,INFO,dfs.DataNode$PacketResponder,Received block blk_-562725280853087685 of size 67108864 from /10.251.91.84,E11,Received block <*> of size <*> from <*>
144,81109,235609,4400,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4568377692254637284 terminating,E10,PacketResponder <*> for block <*> terminating
