LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
11,172.16.0.24,Nov,23,15:00:38,1	authpriv	warning		1970-01-01T00:00:19.000Z 172.16.0.24 csbrick NILVALUE ETH @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B: Major network physical port status change, port 1 Link up"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B:', '1', 'Link up"",""repNb"":""0"",""repLastTime"":""(null)""}']"
12,172.16.0.24,Nov,23,15:00:38,1	kern	info		1970-01-01T00:00:19.000Z 172.16.0.24 csbrick NILVALUE DeviceManager @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: RUN"",""repNb"":""0"",""repLastTime"":""(null)""}",f9e996f5,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: <*>","['RUN"",""repNb"":""0"",""repLastTime"":""(null)""}']"
13,172.16.0.24,Nov,23,15:00:39,1	kern	info		1970-01-01T00:00:19.000Z 172.16.0.24 csbrick NILVALUE DeviceManager @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: RUN"",""repNb"":""0"",""repLastTime"":""(null)""}",f9e996f5,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: <*>","['RUN"",""repNb"":""0"",""repLastTime"":""(null)""}']"
14,172.16.0.24,Nov,23,15:00:39,1	authpriv	emerg		1970-01-01T00:00:19.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}']"
15,172.16.0.24,Nov,23,15:00:40,1	authpriv	emerg		1970-01-01T00:00:19.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}']"
16,172.16.0.24,Nov,23,15:00:40,1	authpriv	emerg		1970-01-09T06:59:59.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}']"
17,172.16.0.24,Nov,23,15:00:41,1	authpriv	warning		1970-01-09T06:59:59.000Z 172.16.0.24 csbrick NILVALUE ETH @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B: Major network physical port status change, port 3 Link down"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B:', '3', 'Link down"",""repNb"":""0"",""repLastTime"":""(null)""}']"
18,172.16.0.24,Nov,23,15:00:42,1	authpriv	emerg		1970-01-09T06:59:59.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major Network Topology Change Detected"",""repNb"":""0"",""repLastTime"":""(null)""}",c4207333,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major Network Topology Change Detected"",""repNb"":""0"",""repLastTime"":""(null)""}",[]
19,172.16.0.24,Nov,23,15:00:42,1	authpriv	warning		1970-01-09T07:36:28.000Z 172.16.0.24 csbrick NILVALUE ETH @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B: Major network physical port status change, port 3 Link up"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B:', '3', 'Link up"",""repNb"":""0"",""repLastTime"":""(null)""}']"
20,172.16.0.24,Nov,23,15:00:42,1	authpriv	emerg		1970-01-09T07:36:30.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}']"
21,172.16.0.24,Nov,23,15:00:43,1	authpriv	emerg		1970-01-09T07:36:30.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}']"
22,172.16.0.20,Dec,18,13:40:15,1	kern	info		1970-01-16T03:34:18.000Z 172.16.0.24 csbrick NILVALUE FTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""172.16.0.222"",""type"":""21"",""appMsg"":""B: FTP user 'ftpuser' login FAILED"",""repNb"":""0"",""repLastTime"":""(null)""}",0d406373,"{ <*> FTP user <*> login FAILED"",""repNb"":""0"",""repLastTime"":""(null)""}","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""172.16.0.222"",""type"":""21"",""appMsg"":""B:', ""'ftpuser'""]"
23,172.16.0.20,Dec,18,13:40:16,1	kern	info		1970-01-16T03:35:00.000Z 172.16.0.24 csbrick NILVALUE FTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""172.16.0.222"",""type"":""21"",""appMsg"":""B: FTP user 'ftpuser' login FAILED"",""repNb"":""0"",""repLastTime"":""(null)""}",0d406373,"{ <*> FTP user <*> login FAILED"",""repNb"":""0"",""repLastTime"":""(null)""}","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""172.16.0.222"",""type"":""21"",""appMsg"":""B:', ""'ftpuser'""]"
24,172.16.0.20,Dec,18,13:40:16,1	authpriv	emerg		1970-01-16T03:59:55.000Z 172.16.0.24 csbrick NILVALUE EIP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""172.16.0.222"",""type"":""1"",""appMsg"":""B: Successful connection"",""repNb"":""0"",""repLastTime"":""(null)""}",e4210fee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""172.16.0.222"",""type"":""1"",""appMsg"":""B: Successful connection"",""repNb"":""0"",""repLastTime"":""(null)""}",[]
25,172.16.0.20,Dec,18,13:40:17,1	kern	info		1970-01-17T07:34:40.000Z 172.16.0.24 csbrick NILVALUE DeviceManager @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: RUN"",""repNb"":""0"",""repLastTime"":""(null)""}",f9e996f5,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: <*>","['RUN"",""repNb"":""0"",""repLastTime"":""(null)""}']"
26,172.16.0.20,Dec,18,13:40:17,1	kern	info		1970-01-17T07:34:40.000Z 172.16.0.24 csbrick NILVALUE DeviceManager @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: RUN"",""repNb"":""0"",""repLastTime"":""(null)""}",f9e996f5,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: <*>","['RUN"",""repNb"":""0"",""repLastTime"":""(null)""}']"
27,172.16.0.20,Dec,18,13:40:18,1	kern	info		1970-01-17T07:35:17.000Z 172.16.0.24 csbrick NILVALUE DeviceManager @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: RUN"",""repNb"":""0"",""repLastTime"":""(null)""}",f9e996f5,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: <*>","['RUN"",""repNb"":""0"",""repLastTime"":""(null)""}']"
28,172.16.0.20,Dec,18,13:40:18,1	kern	info		1970-01-17T07:35:17.000Z 172.16.0.24 csbrick NILVALUE DeviceManager @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: RUN"",""repNb"":""0"",""repLastTime"":""(null)""}",f9e996f5,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""7"",""appMsg"":""B: PLC state update: <*>","['RUN"",""repNb"":""0"",""repLastTime"":""(null)""}']"
29,172.16.0.20,Dec,18,13:40:19,1	authpriv	emerg		1970-01-17T08:22:17.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}']"
30,172.16.0.20,Dec,18,13:40:19,1	authpriv	warning		1970-01-17T08:22:17.000Z 172.16.0.24 csbrick NILVALUE ETH @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B: Major network physical port status change, port 3 Link down"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B:', '3', 'Link down"",""repNb"":""0"",""repLastTime"":""(null)""}']"
31,172.16.0.20,Dec,18,13:40:20,1	authpriv	emerg		1970-01-17T08:22:17.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major Network Topology Change Detected"",""repNb"":""0"",""repLastTime"":""(null)""}",c4207333,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major Network Topology Change Detected"",""repNb"":""0"",""repLastTime"":""(null)""}",[]
32,172.16.0.20,Dec,18,13:40:20,1	authpriv	warning		1970-01-18T07:49:20.000Z 172.16.0.24 csbrick NILVALUE ETH @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B: Major network physical port status change, port 3 Link up"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B:', '3', 'Link up"",""repNb"":""0"",""repLastTime"":""(null)""}']"
33,172.16.0.20,Dec,18,13:40:21,1	authpriv	emerg		1970-01-18T07:49:22.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}']"
34,172.16.0.20,Dec,18,13:40:21,1	authpriv	emerg		1970-01-18T07:49:22.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}']"
35,172.16.0.20,Dec,18,13:40:22,1	authpriv	emerg		1970-01-21T08:04:06.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}']"
36,172.16.0.20,Dec,18,13:40:22,1	authpriv	warning		1970-01-21T08:04:06.000Z 172.16.0.24 csbrick NILVALUE ETH @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B: Major network physical port status change, port 3 Link down"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B:', '3', 'Link down"",""repNb"":""0"",""repLastTime"":""(null)""}']"
37,172.16.0.20,Dec,18,13:40:23,1	authpriv	emerg		1970-01-21T08:04:06.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major Network Topology Change Detected"",""repNb"":""0"",""repLastTime"":""(null)""}",c4207333,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major Network Topology Change Detected"",""repNb"":""0"",""repLastTime"":""(null)""}",[]
38,172.16.0.20,Dec,18,13:40:23,1	authpriv	warning		1970-01-21T08:04:49.000Z 172.16.0.24 csbrick NILVALUE ETH @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B: Major network physical port status change, port 3 Link up"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B:', '3', 'Link up"",""repNb"":""0"",""repLastTime"":""(null)""}']"
39,172.16.0.20,Dec,18,13:40:24,1	authpriv	emerg		1970-01-21T08:04:51.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}']"
40,172.16.0.20,Dec,18,13:40:24,1	authpriv	emerg		1970-01-21T08:04:51.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Forward"",""repNb"":""0"",""repLastTime"":""(null)""}']"
41,172.16.0.20,Dec,18,13:40:25,1	authpriv	emerg		1970-01-21T08:08:14.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}']"
42,172.16.0.20,Dec,18,13:40:25,1	authpriv	warning		1970-01-21T08:08:14.000Z 172.16.0.24 csbrick NILVALUE ETH @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B: Major network physical port status change, port 3 Link down"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""19"",""appMsg"":""B:', '3', 'Link down"",""repNb"":""0"",""repLastTime"":""(null)""}']"
43,172.16.0.20,Dec,18,13:40:26,1	authpriv	emerg		1970-02-01T16:53:44.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Learning"",""repNb"":""0"",""repLastTime"":""(null)""}']"
44,172.16.0.20,Dec,18,13:40:26,1	authpriv	emerg		1970-02-01T16:53:44.000Z 172.16.0.24 csbrick NILVALUE RSTP @cee,"{ ""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B: Major network physical port status change, port 3 Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}",3b6015d0,"{ <*> Major network physical port status change, port <*> <*> <*>","['""issuerAddr"":""172.16.0.24"",""peerId"":""(null)"",""peerAddr"":""(null)"",""type"":""20"",""appMsg"":""B:', '3', 'Port Blocking"",""repNb"":""0"",""repLastTime"":""(null)""}']"
