log,template
Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 1.0 (TID 42),Running task <*> in stage <*> (TID <*>)
Running task 1.0 in stage 1.0 (TID 56),Running task <*> in stage <*> (TID <*>)
Started reading broadcast variable 10,Started reading broadcast variable <*>
Running task 2.0 in stage 1.0 (TID 69),Running task <*> in stage <*> (TID <*>)
Running task 3.0 in stage 1.0 (TID 78),Running task <*> in stage <*> (TID <*>)
Got assigned task 79,Got assigned task <*>
Running task 4.0 in stage 1.0 (TID 79),Running task <*> in stage <*> (TID <*>)
"Block broadcast_10_piece0 stored as bytes in memory (estimated size 5.8 KB, free 329.6 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 10 took 17 ms,Reading broadcast variable <*> took <*> ms
"Block broadcast_10 stored as values in memory (estimated size 9.6 KB, free 339.2 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
Found block rdd_2_0 locally,Found block rdd_<*> locally
Found block rdd_2_3 locally,Found block rdd_<*> locally
Found block rdd_2_4 locally,Found block rdd_<*> locally
Found block rdd_2_2 locally,Found block rdd_<*> locally
Found block rdd_2_1 locally,Found block rdd_<*> locally
"Times: total = 42, boot = -4131, init = 4172, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = -4122, init = 4162, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 42, boot = -4121, init = 4162, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 42, boot = -4138, init = 4179, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 42, boot = -4134, init = 4175, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 2.0 (TID 87),Running task <*> in stage <*> (TID <*>)
Got assigned task 112,Got assigned task <*>
Running task 2.0 in stage 2.0 (TID 112),Running task <*> in stage <*> (TID <*>)
Running task 3.0 in stage 2.0 (TID 118),Running task <*> in stage <*> (TID <*>)
Started reading broadcast variable 11,Started reading broadcast variable <*>
Got assigned task 119,Got assigned task <*>
Running task 4.0 in stage 2.0 (TID 119),Running task <*> in stage <*> (TID <*>)
"Block broadcast_11_piece0 stored as bytes in memory (estimated size 5.4 KB, free 344.7 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 11 took 15 ms,Reading broadcast variable <*> took <*> ms
"Block broadcast_11 stored as values in memory (estimated size 9.2 KB, free 353.9 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
Found block rdd_2_4 locally,Found block rdd_<*> locally
Found block rdd_2_3 locally,Found block rdd_<*> locally
Found block rdd_2_2 locally,Found block rdd_<*> locally
Found block rdd_2_0 locally,Found block rdd_<*> locally
Found block rdd_2_1 locally,Found block rdd_<*> locally
"Times: total = 39, boot = -147, init = 186, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 39, boot = -147, init = 186, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = -139, init = 179, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 38, boot = -156, init = 194, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 39, boot = -159, init = 198, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 3.0 (TID 122),Running task <*> in stage <*> (TID <*>)
Running task 1.0 in stage 3.0 (TID 136),Running task <*> in stage <*> (TID <*>)
Running task 2.0 in stage 3.0 (TID 150),Running task <*> in stage <*> (TID <*>)
Running task 3.0 in stage 3.0 (TID 158),Running task <*> in stage <*> (TID <*>)
Started reading broadcast variable 12,Started reading broadcast variable <*>
Got assigned task 159,Got assigned task <*>
Running task 4.0 in stage 3.0 (TID 159),Running task <*> in stage <*> (TID <*>)
"Block broadcast_12_piece0 stored as bytes in memory (estimated size 5.6 KB, free 359.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 12 took 30 ms,Reading broadcast variable <*> took <*> ms
"Block broadcast_12 stored as values in memory (estimated size 9.8 KB, free 369.3 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"Partition rdd_6_4 not found, computing it","Partition rdd_<*> not found, computing it"
"Partition rdd_6_3 not found, computing it","Partition rdd_<*> not found, computing it"
"Partition rdd_6_0 not found, computing it","Partition rdd_<*> not found, computing it"
"Partition rdd_6_1 not found, computing it","Partition rdd_<*> not found, computing it"
"Partition rdd_6_2 not found, computing it","Partition rdd_<*> not found, computing it"
Found block rdd_2_4 locally,Found block rdd_<*> locally
Found block rdd_2_3 locally,Found block rdd_<*> locally
Found block rdd_2_1 locally,Found block rdd_<*> locally
Found block rdd_2_0 locally,Found block rdd_<*> locally
Found block rdd_2_2 locally,Found block rdd_<*> locally
"Times: total = 38, boot = -170, init = 208, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = -171, init = 212, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = -160, init = 200, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 38, boot = -172, init = 210, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 40, boot = -173, init = 213, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Block rdd_6_4 stored as bytes in memory (estimated size 287.0 B, free 369.5 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_6_3 stored as bytes in memory (estimated size 344.0 B, free 369.9 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_6_1 stored as bytes in memory (estimated size 330.0 B, free 370.2 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_6_2 stored as bytes in memory (estimated size 252.0 B, free 370.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_6_0 stored as bytes in memory (estimated size 265.0 B, free 370.7 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Times: total = 38, boot = 14, init = 24, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 38, boot = 12, init = 26, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = 19, init = 22, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Finished task 4.0 in stage 3.0 (TID 159). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"Times: total = 41, boot = 16, init = 25, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Finished task 3.0 in stage 3.0 (TID 158). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"Times: total = 40, boot = 5, init = 35, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Finished task 1.0 in stage 3.0 (TID 136). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 3.0 (TID 150). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 0.0 in stage 3.0 (TID 122). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 4.0 (TID 171),Running task <*> in stage <*> (TID <*>)
Running task 1.0 in stage 4.0 (TID 185),Running task <*> in stage <*> (TID <*>)
Started reading broadcast variable 13,Started reading broadcast variable <*>
Running task 2.0 in stage 4.0 (TID 195),Running task <*> in stage <*> (TID <*>)
Running task 3.0 in stage 4.0 (TID 198),Running task <*> in stage <*> (TID <*>)
Got assigned task 199,Got assigned task <*>
Running task 4.0 in stage 4.0 (TID 199),Running task <*> in stage <*> (TID <*>)
"Block broadcast_13_piece0 stored as bytes in memory (estimated size 5.7 KB, free 376.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 13 took 41 ms,Reading broadcast variable <*> took <*> ms
"Block broadcast_13 stored as values in memory (estimated size 10.1 KB, free 386.5 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
Found block rdd_6_4 locally,Found block rdd_<*> locally
Found block rdd_6_3 locally,Found block rdd_<*> locally
Found block rdd_6_2 locally,Found block rdd_<*> locally
Found block rdd_6_1 locally,Found block rdd_<*> locally
"Times: total = 39, boot = -141, init = 180, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 40, boot = -129, init = 169, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = -134, init = 175, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 39, boot = -123, init = 162, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 42, boot = -125, init = 166, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Finished task 0.0 in stage 4.0 (TID 171). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 4.0 (TID 185). 2099 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 4.0 (TID 195). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 4.0 (TID 199). 2138 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 5.0 (TID 206),Running task <*> in stage <*> (TID <*>)
Running task 1.0 in stage 5.0 (TID 220),Running task <*> in stage <*> (TID <*>)
Running task 2.0 in stage 5.0 (TID 231),Running task <*> in stage <*> (TID <*>)
Started reading broadcast variable 14,Started reading broadcast variable <*>
Running task 3.0 in stage 5.0 (TID 238),Running task <*> in stage <*> (TID <*>)
Got assigned task 239,Got assigned task <*>
Running task 4.0 in stage 5.0 (TID 239),Running task <*> in stage <*> (TID <*>)
"Block broadcast_14_piece0 stored as bytes in memory (estimated size 5.8 KB, free 392.3 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 14 took 12 ms,Reading broadcast variable <*> took <*> ms
"Block broadcast_14 stored as values in memory (estimated size 9.6 KB, free 401.9 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
Found block rdd_2_0 locally,Found block rdd_<*> locally
Found block rdd_2_4 locally,Found block rdd_<*> locally
Found block rdd_2_3 locally,Found block rdd_<*> locally
Found block rdd_2_2 locally,Found block rdd_<*> locally
Found block rdd_2_1 locally,Found block rdd_<*> locally
"Times: total = 39, boot = -85, init = 123, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 40, boot = -77, init = 117, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 39, boot = -81, init = 119, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 40, boot = -78, init = 117, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 42, boot = -79, init = 120, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Finished task 0.0 in stage 5.0 (TID 206). 2198 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 5.0 (TID 238). 2198 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 5.0 (TID 231). 2198 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 5.0 (TID 239). 2198 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 5.0 (TID 220). 2272 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 6.0 (TID 247),Running task <*> in stage <*> (TID <*>)
Running task 1.0 in stage 6.0 (TID 261),Running task <*> in stage <*> (TID <*>)
Running task 2.0 in stage 6.0 (TID 273),Running task <*> in stage <*> (TID <*>)
Started reading broadcast variable 15,Started reading broadcast variable <*>
Got assigned task 278,Got assigned task <*>
Running task 3.0 in stage 6.0 (TID 278),Running task <*> in stage <*> (TID <*>)
Running task 4.0 in stage 6.0 (TID 279),Running task <*> in stage <*> (TID <*>)
"Block broadcast_15_piece0 stored as bytes in memory (estimated size 5.4 KB, free 407.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block broadcast_15 stored as values in memory (estimated size 9.2 KB, free 416.6 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
Found block rdd_2_0 locally,Found block rdd_<*> locally
Found block rdd_2_4 locally,Found block rdd_<*> locally
Found block rdd_2_3 locally,Found block rdd_<*> locally
Found block rdd_2_2 locally,Found block rdd_<*> locally
Found block rdd_2_1 locally,Found block rdd_<*> locally
"Times: total = 39, boot = -107, init = 146, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = -100, init = 141, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 42, boot = -99, init = 141, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 39, boot = -103, init = 142, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 42, boot = -101, init = 143, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Finished task 0.0 in stage 6.0 (TID 247). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 6.0 (TID 278). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 6.0 (TID 273). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 6.0 (TID 279). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 6.0 (TID 261). 2087 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Running task 0.0 in stage 7.0 (TID 285),Running task <*> in stage <*> (TID <*>)
Running task 1.0 in stage 7.0 (TID 299),Running task <*> in stage <*> (TID <*>)
Running task 2.0 in stage 7.0 (TID 312),Running task <*> in stage <*> (TID <*>)
Got assigned task 318,Got assigned task <*>
Running task 3.0 in stage 7.0 (TID 318),Running task <*> in stage <*> (TID <*>)
Started reading broadcast variable 16,Started reading broadcast variable <*>
Running task 4.0 in stage 7.0 (TID 319),Running task <*> in stage <*> (TID <*>)
"Block broadcast_16_piece0 stored as bytes in memory (estimated size 5.6 KB, free 422.1 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 16 took 13 ms,Reading broadcast variable <*> took <*> ms
"Block broadcast_16 stored as values in memory (estimated size 9.8 KB, free 432.0 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
"Partition rdd_11_0 not found, computing it","Partition rdd_<*> not found, computing it"
"Partition rdd_11_3 not found, computing it","Partition rdd_<*> not found, computing it"
"Partition rdd_11_2 not found, computing it","Partition rdd_<*> not found, computing it"
"Partition rdd_11_1 not found, computing it","Partition rdd_<*> not found, computing it"
Found block rdd_2_0 locally,Found block rdd_<*> locally
Found block rdd_2_4 locally,Found block rdd_<*> locally
Found block rdd_2_3 locally,Found block rdd_<*> locally
Found block rdd_2_2 locally,Found block rdd_<*> locally
Found block rdd_2_1 locally,Found block rdd_<*> locally
"Times: total = 39, boot = -110, init = 149, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 39, boot = -105, init = 144, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = -107, init = 148, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 42, boot = -107, init = 148, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Block rdd_11_0 stored as bytes in memory (estimated size 152.0 B, free 432.1 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_11_3 stored as bytes in memory (estimated size 157.0 B, free 432.3 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_11_4 stored as bytes in memory (estimated size 145.0 B, free 432.4 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_11_2 stored as bytes in memory (estimated size 199.0 B, free 432.6 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Block rdd_11_1 stored as bytes in memory (estimated size 160.0 B, free 432.7 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"Times: total = 38, boot = 17, init = 21, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = 28, init = 13, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 38, boot = 18, init = 20, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 40, boot = 19, init = 21, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = 17, init = 24, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Finished task 0.0 in stage 7.0 (TID 285). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 7.0 (TID 318). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 7.0 (TID 319). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 1.0 in stage 7.0 (TID 299). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 7.0 (TID 312). 2667 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Got assigned task 321,Got assigned task <*>
Running task 0.0 in stage 8.0 (TID 321),Running task <*> in stage <*> (TID <*>)
Running task 1.0 in stage 8.0 (TID 335),Running task <*> in stage <*> (TID <*>)
Running task 2.0 in stage 8.0 (TID 349),Running task <*> in stage <*> (TID <*>)
Started reading broadcast variable 17,Started reading broadcast variable <*>
Running task 3.0 in stage 8.0 (TID 358),Running task <*> in stage <*> (TID <*>)
Got assigned task 359,Got assigned task <*>
Running task 4.0 in stage 8.0 (TID 359),Running task <*> in stage <*> (TID <*>)
"Block broadcast_17_piece0 stored as bytes in memory (estimated size 5.7 KB, free 438.5 KB)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Reading broadcast variable 17 took 12 ms,Reading broadcast variable <*> took <*> ms
"Block broadcast_17 stored as values in memory (estimated size 10.1 KB, free 448.6 KB)","Block <*> stored as values in memory (estimated size <*>, free <*>)"
Found block rdd_11_0 locally,Found block rdd_<*> locally
Found block rdd_11_4 locally,Found block rdd_<*> locally
Found block rdd_11_3 locally,Found block rdd_<*> locally
Found block rdd_11_2 locally,Found block rdd_<*> locally
Found block rdd_11_1 locally,Found block rdd_<*> locally
"Times: total = 39, boot = -109, init = 148, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = -107, init = 148, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 39, boot = -103, init = 142, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 41, boot = -104, init = 144, finish = 1","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"Times: total = 42, boot = -107, init = 149, finish = 0","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Finished task 0.0 in stage 8.0 (TID 321). 2141 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 2.0 in stage 8.0 (TID 349). 2141 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 4.0 in stage 8.0 (TID 359). 2141 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
Finished task 3.0 in stage 8.0 (TID 358). 2141 bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
