log,template
setTodayTotalDetailSteps=1514038440000##7019##548365##8661##13406##27180468,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127032,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3592,onStandStepChanged <*>
onExtend:1514038537000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7019##548365##8661##13406##27180468,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7020##548365##8661##13501##27180976,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127054,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7020 5012 150368 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3593,onStandStepChanged <*>
onExtend:1514038538000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7020##548365##8661##13501##27180976,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7021##548365##8661##13596##27181971,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127075,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3594,onStandStepChanged <*>
onExtend:1514038538000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7021##548365##8661##13596##27181971,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127097,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7022 5013 150411 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3595,onStandStepChanged <*>
onExtend:1514038539000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7022##548365##8661##13691##27182468,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127118,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7023 5014 150432 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3596,onStandStepChanged <*>
onExtend:1514038539000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7023##548365##8661##13786##27182973,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127139,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3597,onStandStepChanged <*>
onExtend:1514038540000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127161,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7025 5015 150475 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3598,onStandStepChanged <*>
onExtend:1514038541000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127182,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onExtend:1514038541000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7026##548365##8661##14071##27184972,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,setTodayTotalDetailSteps=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3600,onStandStepChanged <*>
onExtend:1514038542000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7027##548365##8661##14166##27185467,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127225,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7028 5017 150539 240,REPORT : <*> <*> <*> <*>
onExtend:1514038542000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7028##548365##8661##14261##27185977,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127246,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7029 5018 150561 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3602,onStandStepChanged <*>
onExtend:1514038543000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7029##548365##8661##14356##27186469,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127268,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7030 5019 150582 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3603,onStandStepChanged <*>
onExtend:1514038544000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7030##548365##8661##14451##27187468,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127289,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3604,onStandStepChanged <*>
onExtend:1514038544000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7031##548365##8661##14546##27187968,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127311,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3605,onStandStepChanged <*>
onExtend:1514038545000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7032##548365##8661##14641##27188471,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127332,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7033 5021 150646 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3606,onStandStepChanged <*>
onExtend:1514038546000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7033##548365##8661##14736##27189469,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127354,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3607,onStandStepChanged <*>
onExtend:1514038546000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7034##548365##8661##14831##27189969,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127375,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7035 5022 150689 240,REPORT : <*> <*> <*> <*>
onExtend:1514038547000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7035##548365##8661##14926##27190469,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127396,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7036 5023 150711 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3609,onStandStepChanged <*>
onExtend:1514038548000 1 0 4,onExtend:<*> <*> <*> <*>
setTodayTotalDetailSteps=1514038440000##7037##548365##8661##15116##27191969,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127418,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7037 5024 150732 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3610,onStandStepChanged <*>
onExtend:1514038548000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7037##548365##8661##15116##27191969,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7038##548365##8661##15211##27192478,setTodayTotalDetailSteps=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7038 5025 150753 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3611,onStandStepChanged <*>
onExtend:1514038549000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7038##548365##8661##15211##27192478,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7039##548365##8661##15306##27192971,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127461,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3612,onStandStepChanged <*>
onExtend:1514038550000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7039##548365##8661##15306##27192971,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7040##548365##8661##15401##27193971,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127482,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7040 5026 150796 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3613,onStandStepChanged <*>
onExtend:1514038550000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7040##548365##8661##15401##27193971,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7041##548365##8661##15496##27194480,setTodayTotalDetailSteps=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7041 5027 150818 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3614,onStandStepChanged <*>
onExtend:1514038551000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7041##548365##8661##15496##27194480,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7042##548365##8661##15591##27195470,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127525,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3616,onStandStepChanged <*>
onExtend:1514038552000 2 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7042##548365##8661##15591##27195470,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7044##548365##8661##15686##27196480,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127568,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3617,onStandStepChanged <*>
onExtend:1514038553000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7044##548365##8661##15686##27196480,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7045##548365##8661##15781##27196970,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127589,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3619,onStandStepChanged <*>
onExtend:1514038554000 2 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7045##548365##8661##15781##27196970,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7047##548365##8661##15876##27197972,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127632,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7047 5031 150946 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3620,onStandStepChanged <*>
onExtend:1514038555000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7047##548365##8661##15876##27197972,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7048##548365##8661##15971##27198970,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127653,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3622,onStandStepChanged <*>
onExtend:1514038556000 2 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7048##548365##8661##15971##27198970,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7050##548365##8661##16066##27199969,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127696,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3624,onStandStepChanged <*>
onExtend:1514038556000 2 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7050##548365##8661##16066##27199969,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7052##548365##8661##16161##27200470,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127739,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3625,onStandStepChanged <*>
onExtend:1514038558000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7052##548365##8661##16161##27200470,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038440000##7053##548365##8661##16256##27202475,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127761,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7053 5035 151075 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3626,onStandStepChanged <*>
onExtend:1514038560000 1 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038440000##7053##548365##8661##16256##27202475,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038500000##7054##548458##8661##16256##27204469,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127782,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3626,onStandStepChanged <*>
onExtend:1514038561000 0 0 0,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038500000##7054##548458##8661##16256##27204469,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038500000##7054##548551##8661##16256##27205469,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127782,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action:android.intent.action.TIME_TICK
onStandStepChanged 3626,onStandStepChanged <*>
onExtend:1514038639000 0 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038500000##7054##548551##8661##16256##27205469,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038560000##7054##548552##8661##16256##27283470,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127782,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3628,onStandStepChanged <*>
onExtend:1514038641000 2 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038560000##7054##548552##8661##16256##27283470,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038560000##7056##548553##8661##16256##27284971,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127824,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
REPORT : 7056 5037 151139 240,REPORT : <*> <*> <*> <*>
onStandStepChanged 3630,onStandStepChanged <*>
onExtend:1514038641000 2 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038560000##7056##548553##8661##16256##27284971,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038560000##7058##548554##8661##16256##27285475,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127867,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3632,onStandStepChanged <*>
onExtend:1514038642000 2 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038560000##7058##548554##8661##16256##27285475,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038560000##7060##548555##8661##16256##27285968,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127910,calculateCaloriesWithCache totalCalories=<*>
calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude=<*>
onStandStepChanged 3634,onStandStepChanged <*>
onExtend:1514038642000 2 0 4,onExtend:<*> <*> <*> <*>
 getTodayTotalDetailSteps = 1514038560000##7060##548555##8661##16256##27285968,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>
setTodayTotalDetailSteps=1514038560000##7062##548556##8661##16256##27286470,setTodayTotalDetailSteps=<*>
calculateCaloriesWithCache totalCalories=127953,calculateCaloriesWithCache totalCalories=<*>
